SK_LINE_ITEM,OPPORTUNITY_ID,CALL_AMT,WON_AMT,UPSIDE_AMT,QUALIFY_PLUS_AMT,PROPOSE_PLUS_AMT,NEGOTIATE_PLUS_AMT,OPEN_PIPELINE_AMT,OPPORTUNITY_VALUE,PPA_AMT,PPV_AMT,PWP_PROB,CREATED_DATE,WEEK,QUARTER,YEAR,SNAPSHOT_LEVEL,RELATIVE_QUARTER_MNEUMONIC,SALES_STAGE,GEOGRAPHY,MARKET,SECTOR,ACCOUNT_TYPE,INDUSTRY,UT30_NAME,PRACTICE,DEAL_SIZE,IBM_GEN_AI_IND,PARTNER_GEN_AI_IND,SALES_WEEK_DESCRIPTION,NEXT_STEP,ACCOUNT_NAME,CLOSE_DATE,LAST_MODIFIED_DATE,OPPORTUNITY_NAME,CLOSE_QUARTER,CLOSE_MONTH,CLOSE_WEEK,CLOSE_YEAR,CLIENT_NAME,UT15_NAME,UT17_NAME,UT20_NAME
7661615,0063h00000KamHFAAZ,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2023-02-27,1,4,2023,W,CQ,Design,Americas,US Federal,US Federal,ENTERPRISE,Government,CT: Intelligent Service Transformation,Customer,small,0,0,2023Q4W01,81 Waiting for RFQ 620 RFQ expected 715 Draft RFQ is out  Includes base task order and updating estimated based on draft TO Estimate Proposal 523 Est Ceiling 12bn Responded to Sources Sought Market Research questionnaire due March 6 2023,INTERNAL REVENUE SERVICE,2023-12-22,2023-09-12,IRS Enterprise Case Management (ECM)Sub to Diaconia: BPA,4,12,13,2023,CIV - TREASURY - IRS,Intelligent Operations,Business Operations,Customer Service Transformation and Operations
7824106,0063h00000LATZ4AAP,10000.0,10000.0,0.0,10000.0,10000.0,10000.0,0.0,10000.0,0.0,0.0,0.0,2023-04-17,14,4,2023,W,PQ,Won,APAC,ASEAN,Singapore PUB,TARGET ENTERPRISE,Select Technology Sales Rep,App & Data Modernization for Distributed Apps - No Cloud,Migration & Modernization,small,0,0,2023Q4W14,SGD 15012,SYNAPXE PTE LTD.,2023-12-01,2023-12-01,eFC-eforms CR 1,4,12,10,2023,MINISTRY OF HEALTH,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)"
8280345,0063h00000Lp0QsAAJ,0.0,0.0,0.0,95238.0,0.0,0.0,95238.0,95238.0,5618.0,8457.0,0.05899156,2023-09-06,1,4,2023,W,CQ,Qualify,Japan,JP Industrial,JP Electronics,ENTERPRISE,Electronics,DTT: Data Transformation - Customer (Red Hat),Data Services,small,0,0,2023Q4W01,,OMRON HQ SOUMU,2023-12-08,2023-09-27,【オムロン フィールドエンジニアリング様】watsonx on IBM Cloud,4,12,11,2023,OMRON CORPORATION,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)"
7419568,0063h00000J9VB3AAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,0.0,2022-08-15,14,4,2023,W,PQ,Lost,Rest of EMEA,France,France DIST,Unassigned,Select BPS-T,Security ReaQta Services (Mgd) (cloud) 6950-45J Withdrawn,Cyber Threat Management,small,0,0,2023Q4W14,Meeting booked for Demo  presentation for August 2023  renewal of exisiting AV in January 2024,NOUVELAIR,2023-12-20,2023-09-19,Reaqta-NOUVELAIR TUNISIE-TN,4,12,13,2023,NOUVELAIR TUNISIE,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management
8352966,0063h00000LvFbqAAF,170102.0,170102.0,0.0,170102.0,170102.0,170102.0,0.0,170102.0,0.0,0.0,0.0,2023-09-19,14,4,2023,W,PQ,Won,Rest of EMEA,DACH,DE FSS,TARGET ENTERPRISE,Government,DTT: AI & Analytics - Customer (Red Hat),AI & Analytics,small,0,0,2023Q4W14,,Europaeische Zentralbank (EZB),2023-12-12,2023-12-31,ECB IMAS CR - Additional Scope Q4,4,12,12,2023,EUROPEAN INSTITUTIONS,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)"
8015368,0063h00000Krn1uAAB,0.0,0.0,0.0,8300000.0,0.0,0.0,8300000.0,8300000.0,356403.0,627676.0,0.04294023,2023-06-22,1,4,2023,W,CQ,Design,Rest of EMEA,France,France DIST,TARGET PREMIER,Travel & Transportation,CT: Service Transformation with Salesforce,Salesforce,large,0,0,2023Q4W01,,LA POSTE,2023-12-29,2023-10-02,DSEM Field Services,4,12,14,2023,CAISSE DES DEPOTS - GPFP,Strategy & Technology,Business Applications,Enterprise Salesforce Transformation
7989522,0063h00000KrP7yAAF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50000.0,0.0,0.0,0.0,2023-06-11,1,4,2023,W,CQ,Lost,Americas,US Financial,US Financial,ENTERPRISE,Banking,CT: Digital Product Engineering,Customer,small,0,0,2023Q4W01,Awaiting RFI on 614  Client confirmed we were not selected to proceed Awaiting further feedback 717,AMERICAN EXPRESS TRAVEL,2023-10-31,2023-07-21,Amex Merchant Services AI Solution - RFI,4,10,6,2023,AMERICAN EXPRESS,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering
8305533,0063h00000LLkOvAAL,0.0,0.0,240000.0,240000.0,240000.0,0.0,240000.0,240000.0,92549.0,150822.0,0.38562385,2023-10-04,1,4,2023,W,CQ,Propose,Rest of EMEA,DACH,DE COMM DIST HLS,FOUNDATION CLUSTER,Select BPS-T,HRTT: Multi-Process HR BPO,Talent Operations,small,0,0,2023Q4W01,,BIOTRONIK Corporate Services SE,2023-10-31,2023-10-04,"(BT-BPO-1) Biotronik - Talent Transformation / Finance BPO - Scope, Concept and Preparartion",4,10,6,2023,BIOTRONIK SE U CO KG,Intelligent Operations,Business Operations,HR and Employee Operations
8609772,0063h00000MPiJAAA1,-20192000.0,-20192000.0,0.0,-20192000.0,-20192000.0,-20192000.0,0.0,-20192000.0,0.0,0.0,0.0,2023-12-27,14,4,2023,W,PQ,Won,Americas,Canada,Canada Ind,TARGET PREMIER,Select Client,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,large,0,0,2023Q4W14,,CELESTICA INTERNATIONAL LP,2023-12-29,2023-12-29,PMC backlog negative opp,4,12,14,2023,ONEX - CELESTICA,Strategy & Technology,Business Applications,Enterprise SAP Transformation
7775926,0063h00000KxycNAAR,0.0,0.0,620800.0,620800.0,620800.0,620800.0,620800.0,620800.0,240001.0,304736.0,0.3866004,2023-03-30,1,4,2023,W,CQ,Negotiate,Americas,Canada,Canada Fin,ENTERPRISE,Banking,Enterprise IAM (C&SI) 6950-97C Withdrawn,CyberDefend,small,0,0,2023Q4W01,1005 downsizing to 3 resources and submitting SOW  0925 In design ChrisC confirming budget availability 0914 Meeting w ChrisC to confirm scope 0831 Client ChrisC Nayyer Faruqui confirmed interest working on renewal,BANK OF MONTREAL,2023-10-31,2023-10-05,Roadmap BMO Security CIC for Digital Core - Part1: Nov 2023-Apr 2024,4,10,6,2023,BANK OF MONTREAL,Intelligent Operations,Cybersecurity,IBM CyberDefend
8185034,0063h00000LKhb8AAD,0.0,0.0,0.0,6500000.0,0.0,0.0,6500000.0,6500000.0,149417.0,292965.0,0.02298725,2023-08-24,1,4,2023,W,CQ,Qualify,UKI,UKI Industrial,UKI ELE IPR CNP (wo BP),FOUNDATION,Select BPS-T,CSS: Threat Det & Rsp (C&SI) (cloud) 6950-21H Withdrawn,Cyber Threat Management,small,0,0,2023Q4W01,24 Aug ITT released with response date of 20 Sep Working with security to respond  gain intelligence,HS2 ACCOUNTS PAYABLE FINANCE,2023-12-15,2023-09-12,HS2 Sec Op Centre SOC (ITT1 416),4,12,12,2023,HS2,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management
2213509,0063h00000I0VAxAAN,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,16527.0,0.0,0.01652766,2022-02-18,1,4,2023,W,CQ,Engage,Rest of EMEA,DACH,Switzerland,PREMIER,Select BPS-T,AMS for Other Microsoft Apps and SaaS/PaaS,ISV Application Operations,small,0,0,2023Q4W01,,Migros Genossenschafts-Bund,2023-12-01,2023-08-22,Vendor Consolidation SAP Implementation (MGB SubCos),4,12,10,2023,MIGROS GRUPPE,Intelligent Operations,Application Operations,"Application Management Services for ISVs (not SAP, Oracle)"
7544219,0063h00000K0srcAAB,0.0,0.0,1136097.0,1136097.0,1136097.0,1136097.0,1136097.0,1136097.0,645124.0,1397259.0,0.56784306,2022-11-01,1,4,2023,W,CQ,Negotiate,Americas,US Federal,US Federal,ENTERPRISE,Government,App & Data Modernization for Distributed Apps - No Cloud,Migration & Modernization,small,0,0,2023Q4W01,,US DEPT OF COMMERCE,2023-12-31,2023-07-27,HPSS for NOAA R&D via Jeskell for 2024-2026,4,12,14,2023,CIV - COMMERCE - NIST,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)"
8442649,0063h00000MBrPgAAL,166666.0,166666.0,0.0,166666.0,166666.0,166666.0,0.0,166666.0,0.0,0.0,0.0,2023-11-14,14,4,2023,W,PQ,Won,Americas,Canada,Canada Ind,ENTERPRISE,Select Client,Hybrid Integration using Mulesoft,IBM & Red Hat,small,0,0,2023Q4W14,2211 Pricing presented to client  PCR document to be shared 2311,TOYOTA CANADA INC.,2023-12-16,2024-01-03,SFDC PCR007 - SIT Adjustments & RDR,4,12,12,2023,TOYOTA MOTOR CORPORATION,Strategy & Technology,Hybrid Cloud & Data,Hybrid Integration Services
7984392,0063h00000LNSlbAAH,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,147792.0,0.0,0.09852851,2023-06-06,1,4,2023,W,CQ,Engage,Rest of EMEA,DACH,Switzerland,ENTERPRISE,Consumer Products,Cloud and Infrastructure Security 6950-31V,CyberDefend,small,0,0,2023Q4W01,,Nestl° Operational Services,2023-10-30,2023-08-29,DevOps for Akamani WAF,4,10,6,2023,NESTLE,Intelligent Operations,Cybersecurity,IBM CyberDefend
8472078,0063h00000MXsMeAAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-11-24,14,4,2023,W,PQ,Won,Americas,US Communications & Industrial,US Communications & Industrial,PREMIER,Select Client,AMS for Salesforce,ISV Application Operations,small,0,0,2023Q4W14,Awaiting client redline Updated on 2021728,MICRON TECHNOLOGY INC,2023-12-07,2023-12-07,GSC HANA developers,4,12,11,2023,MICRON TECHNOLOGY INC,Intelligent Operations,Application Operations,"Application Management Services for ISVs (not SAP, Oracle)"
8159419,0063h00000LKAo9AAH,1812438.0,1812438.0,0.0,1812438.0,1812438.0,1812438.0,0.0,1812438.0,0.0,0.0,0.0,2023-08-11,14,4,2023,W,PQ,Won,Americas,US Communications & Industrial,US Communications & Industrial,ENTERPRISE,Telecommunications,Application Maintenance and Management - OnPrem,Custom Application Operations,small,0,0,2023Q4W14,,QWEST CORP,2023-12-15,2023-12-15,SOW 1050 - IBM EIS Public Sector - 2024 Ext - W2MJY,4,12,12,2023,LUMEN TECHNOLOGIES,Intelligent Operations,Application Operations,Custom Application Management Services
2472193,0063h00000HfCS9AAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,2022-01-24,14,4,2023,W,PQ,Lost,UKI,UKI Communications,UKI National Grid,ENTERPRISE,Energy & Utilities,FSCT: Asset Management & Optimization,Supply Chain,small,0,0,2023Q4W14,Aspirational,NATIONAL GRID UK LTD,2023-10-20,2023-07-24,WPD Resource and capability augmentation Part 2,4,10,4,2023,NATIONAL GRID TRANSCO PLC,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation
8238504,0063h00000Lv2NHAAZ,-24273.0,-24273.0,0.0,-24273.0,-24273.0,-24273.0,0.0,-24273.0,0.0,0.0,0.0,2023-09-11,14,4,2023,W,PQ,Won,Americas,Canada,Canada Fin,ENTERPRISE,Banking,CT: Digital Product Engineering,Customer,small,0,0,2023Q4W14,Issue CR for revenue reduction BMO does not want to replace unexpected absence of subk given onboarding timelines remaining time on contract 1 month and ability to replace internally  Resource had a medical emergency and has to go on early maternity,BANK OF MONTREAL,2023-10-31,2023-10-31,DIG DAC P&BB - Accessibility SME Early Termination (Negative CR),4,10,6,2023,BANK OF MONTREAL,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering
7177956,0063h00000I1qdwAAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,2022-03-23,14,4,2023,W,PQ,Lost,Americas,LA,Brazil,Unassigned,Select BPS-T,HRTT: Multi-Process HR BPO,Talent Operations,small,0,0,2023Q4W14,Reply RFQ Send the DPA and Contacts of customers that IBM did CSC Projects May new agenda with customer Jun start work in the BPO proposal Next Steps Aug delivery proposal,AGRICHEM DO BRASIL SA,2023-10-31,2023-09-12,Blue Print - CSC Back Office,4,10,6,2023,NUTRIEN PARTICIPACOES LTDA.,Intelligent Operations,Business Operations,HR and Employee Operations
6935909,0063h00000HDwJMAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,2021-12-23,14,4,2023,W,PQ,Lost,Rest of EMEA,NCEE,Netherlands,FOUNDATION,Banking,DTT: Extreme Automation - Customer,Industry Operations & Automation,small,0,0,2023Q4W14,,ING Bank N.V.,2023-11-17,2023-06-02,ING_GS_Regulations and Financial Crime (TBD),4,11,8,2023,ING,Intelligent Operations,Business Operations,Industry Operations
7523218,0063h00000KR1lwAAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5714285.0,0.0,0.0,0.0,2023-01-06,1,4,2023,W,CQ,Lost,Japan,JP Distribution,JP Consumer,ENTERPRISE,Consumer Products,CT: Customer Transformation with ServiceNow,ServiceNow,small,0,0,2023Q4W01,NRILost  IBMSI IBMSI  ,NIHONSONGAIHOKENKYOUKA,2023-11-29,2023-06-03,ADMSKY NDA Project Optional,4,11,10,2023,SOMPO HOLDINGS,Intelligent Operations,Business Operations,Customer Service Transformation and Operations
7816477,0063h00000LAMRyAAP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333.0,0.0,0.0,0.0,2023-04-13,14,4,2023,W,PQ,Lost,Japan,JP Industrial,JP Electronics,Unassigned,Select BPS-T,CT: Intelligent Service Transformation,Customer,small,0,0,2023Q4W14,,ALPS ALPINE CO. LTD.,2023-11-30,2023-09-28,システム最適化支援,4,11,10,2023,"ALPS ELECTRIC CO.,LTD.",Intelligent Operations,Business Operations,Customer Service Transformation and Operations
8123988,0063h00000K8fIPAAZ,761904.0,761904.0,0.0,761904.0,761904.0,761904.0,0.0,761904.0,0.0,0.0,0.0,2023-07-31,14,4,2023,W,PQ,Won,Japan,JP Top,JP Other,Unassigned,Unassigned,Application Maintenance and Management - OnPrem,Custom Application Operations,small,0,0,2023Q4W14,,JTB CORP.,2023-11-30,2023-12-04,<OSA ARC> 保守運用(2023/11),4,11,10,2023,JTB CORP.,Intelligent Operations,Application Operations,Custom Application Management Services
7997790,0063h00000LOLt8AAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-06-14,14,4,2023,W,PQ,Lost,UKI,UKI Public,UKI GOV Other,FOUNDATION,Select BPS-T,HRTT: HR Transformation with Oracle HCM,Oracle,small,0,0,2023Q4W14,Waiting for detailed requirements expected 61023,UK SHARED BUSINESS SERVICES,2023-10-20,2023-08-15,Oracle UKSBS - CR007 - Custom Reports - P3,4,10,4,2023,NATIONAL LEVEL LABORATORIES & RESEARCH COUNCILS,Strategy & Technology,Business Applications,HR Technology
8255174,0063h00000LLMXNAA5,189848.0,189848.0,0.0,189848.0,189848.0,189848.0,0.0,189848.0,0.0,0.0,0.0,2023-09-18,14,4,2023,W,PQ,Won,Americas,US Distribution,US Retail,FOUNDATION,Select Client,CT: Intelligent Commerce Transformation,Customer,small,0,0,2023Q4W14,1023 With CDO for signature,ULTA SALON COSMETICS & FRAGRANCE INC,2023-10-27,2023-10-27,Ulta: Bella - Perf Eng - PCR 3 - Ext through Jan 2024,4,10,5,2023,ULTA 3,Strategy & Technology,Strategy & Transformation,Sales and Commerce Transformation
8099138,0063h00000KgJRgAAN,0.0,0.0,750000.0,750000.0,750000.0,750000.0,750000.0,750000.0,162215.0,232846.0,0.21628774,2023-05-24,1,4,2023,W,CQ,Negotiate,Americas,US Financial,US Financial,ENTERPRISE,Finance Markets,App & Data modernization for Distributed Apps with Red Hat,IBM & Red Hat,small,0,0,2023Q4W01,718  Customer wants to group this with 2025 pricing out expansion,CHARLES SCHWAB & CO. INC.,2023-11-24,2023-08-24,Ops Re-engineering program,4,11,9,2023,CHARLES SCHWAB CORPORATION,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)"
8237899,0063h00000LLBEFAA5,0.0,0.0,0.0,725.0,0.0,0.0,725.0,725.0,103.0,201.0,0.14252643,2023-09-11,1,4,2023,W,CQ,Qualify,UKI,UKI Distribution,UKI CSI,Unassigned,Computer Integrated Systems Design,(KYN) Sec Svcs for Cloud (C&SI) (cloud) 6950-41F Withdrawn,CyberDefend,small,0,0,2023Q4W01,Submit initial proposal,KYNDRYL UK LIMITED,2023-11-30,2023-09-11,WGSRFS3350 PCR001 (24hrs),4,11,10,2023,KYNDRYL,Intelligent Operations,Cybersecurity,IBM CyberDefend
7597084,0063h00000Jkr5WAAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,2022-10-09,1,4,2023,W,CQ,Lost,Rest of EMEA,DACH,DE FSS,ENTERPRISE,Finance Markets,DTT: Microsoft Business Applications - Customer,Microsoft,small,0,0,2023Q4W01,Align with Alfrid Kussmaul,Deutsche Bank AG,2023-12-15,2023-10-04,DB_all_MS_platform_01,4,12,12,2023,DEUTSCHE BANK,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)"
366791,0063h00000FdizhAAB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,2021-02-20,14,4,2023,W,PQ,Lost,Rest of EMEA,NCEE,Defence and Government,FOUNDATION,Select BPS-T,App & Data modernization for Distributed Apps,Migration & Modernization,small,0,0,2023Q4W14,,UDVIKLINGS- OG,2023-12-12,2023-02-16,UFST - eMoms2,4,12,12,2023,SKATTEMINISTERIET,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)"
8032287,0063h00000KaDTLAA3,6700000.0,0.0,0.0,6700000.0,0.0,0.0,6700000.0,6700000.0,257779.0,417061.0,0.03847452,2023-02-20,1,4,2023,W,CQ,Design,Rest of EMEA,NCEE,Netherlands,TARGET PREMIER,Banking,DTT: AI & Analytics - Customer,AI & Analytics,small,0,0,2023Q4W01,Discuss planning with Vendor Management,Rabobank Nederland,2023-12-27,2023-10-06,"Renewal I&T Contract + Ratecard (27.6M - 12,2M backlog) - contract ID 788230022",4,12,14,2023,RABOBANK,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)"
7744727,0063h00000KbQymAAF,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,22801.0,0.0,0.04560232,2023-03-08,1,4,2023,W,CQ,Engage,Rest of EMEA,NCEE,SweNo,ENTERPRISE,Retail,CT: Digital Product Engineering,Customer,small,0,0,2023Q4W01,Sep 25  ReOrg FY24 pending landing organisation,IKEA IT AB,2023-12-14,2023-09-25,Ingka Garage FY24 - Customer Operating Model BS,4,12,12,2023,IKEA,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering
7410543,0063h00000JxyDQAAZ,0.0,0.0,2000000.0,2000000.0,2000000.0,0.0,2000000.0,2000000.0,138699.0,304220.0,0.06935,2022-11-16,1,4,2023,W,CQ,Propose,APAC,GCG,MCN DIST PLUS,PREMIER,Select BPS-T,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,small,0,0,2023Q4W01,,Bosideng Feather Clothing Co.Ltd.,2023-11-28,2023-08-08,SAP ERP 升级,4,11,10,2023,"BOSIDENG INTERNATIONAL CLOTHING CO., LTD",Strategy & Technology,Business Applications,Enterprise SAP Transformation
8023467,0063h00000IOKz8AAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550000.0,0.0,0.0,0.0,2022-04-04,14,4,2023,W,PQ,Lost,UKI,UKI Public,UKI HLS (wo DoH),ENTERPRISE,Healthcare,DTT: Microsoft Business Applications - Customer,Microsoft,large,0,0,2023Q4W14,Standstill period until 211123  detailed review of client feedback in progress,NHS ENGLAND,2023-12-22,2023-11-13,NHS Federated Data Platform - Call-off Contract,4,12,13,2023,ARMS LENGTH,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)"
