CALL,WON,UPSIDE,QUALIFY_PLUS,PROPOSE_PLUS,NEGOTIATE_PLUS,OPEN_PIPELINE,VALUE,PPA,PPV,HIGH_PWP_OUT_CALL,LOW_PWP_IN_CALL,YEAR,QUARTER,WEEK,RELATIVE_QUARTER_MNEUMONIC,SNAPSHOT_LEVEL,SALES_STAGE,DEAL_SIZE,CLIENT_TYPE,CLIENT_SUB_TYPE,GEOGRAPHY,MARKET,COUNTRY,REGION,BRANCH,UT15_NAME,UT17_NAME,UT20_NAME,UT30_NAME,SALES_WEEK_DESCRIPTION
0.0,0.0,0.0,18047.11,0.0,0.0,18047.11,18047.11,100.0,164.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select Clients,Americas,Latin America Market,Brazil,Brazil Region,Brazil Select,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,0.0,0.0,0.0,20000.0,20000.0,26.0,0.0,0.0,0.0,2024,4,4,CQ,W,Engage,<1M,Coverage Select,Select Digital,Americas,Latin America Market,Brazil,Brazil Region,Brazil Select,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,0.0,0.0,0.0,18047.11,18047.11,47.0,0.0,0.0,0.0,2024,4,4,CQ,W,Engage,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Brazil,Brazil Region,Brazil Strategic,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,12500.0,0.0,0.0,12500.0,12500.0,43.0,70.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,Americas,Latin America Market,Brazil,Brazil Region,Brazil Strategic,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,666.66,0.0,0.0,666.66,666.66,1.0,1.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,Americas,Canadian Market,Canada,Canada Region,CA Select,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,125000.0,0.0,0.0,125000.0,125000.0,2069.0,3432.0,0.0,0.0,2024,4,4,CQ,W,Design,<1M,Coverage Strategic,Coverage Strategic,Americas,Canadian Market,Canada,Canada Region,CA Select - C,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,46904.0,0.0,0.0,46904.0,46904.0,346.0,497.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,"Northern, Central and Eastern Europe Market",Croatia,Central & Eastern Europe Territory Region,CET Select Territory,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,7142.0,0.0,0.0,7142.0,7142.0,128.0,224.0,0.0,0.0,2024,4,4,CQ,W,Design,<1M,Coverage Select,Select BPS-T,EMEA,DACH Market,Switzerland,DACH Region,CH Select Territory,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,20000.0,0.0,0.0,20000.0,20000.0,13.0,20.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,Americas,US Public Market,US Public,US Public Top Account Region,COMMW OF PENNSYLVANIA,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,8335.0,0.0,0.0,8335.0,8335.0,58.0,101.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,DACH Market,Germany,DACH Region,DE Select Territory,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,833.0,0.0,0.0,833.0,833.0,6.0,10.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select Digital,EMEA,DACH Market,Germany,DACH Region,DE Select Territory,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,800.0,0.0,0.0,800.0,800.0,1.0,1.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select TSR,EMEA,DACH Market,Germany,DACH Region,DE Select Territory,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,7000.0,0.0,0.0,7000.0,7000.0,22.0,38.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Strategic,Coverage Strategic,EMEA,DACH Market,Germany,DACH Region,DE Strategic,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,18181.0,0.0,0.0,18181.0,18181.0,33.0,53.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Ethiopia,North East Africa Region,East Afr Select,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,185.0,0.0,0.0,185.0,185.0,0.0,0.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,Middle East/Africa Market,Kenya,North East Africa Region,East Afr Select,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,6545.0,0.0,0.0,6545.0,6545.0,10.0,22.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,APAC,Greater China Group Market,Hong Kong Branch,Greater China Group Region,Hong Kong Select,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,15026.0,0.0,0.0,15026.0,15026.0,107.0,190.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select BPS-T,EMEA,SPGI Market,Israel (SEMEA Sub),SPGI Region,IL Select Territory,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,3000.0,0.0,0.0,3000.0,3000.0,6.0,12.0,0.0,0.0,2024,4,4,CQ,W,Qualify,<1M,Coverage Select,Select Digital,APAC,India/South Asia Market,India,India/South Asia Region,ISA South & Sri Lanka,Data Platform,Data Fabric,Data Integration,Watson APIs Withdrawn,2024Q4W04
0.0,0.0,0.0,0.0,0.0,0.0,128000.0,128000.0,181.0,0.0,0.0,0.0,2024,4,4,CQ,W,Engage,<1M,Coverage Select,Select Digital,Americas,US National Market,US National Market,US Northeast Region,15. CA-GU-HI-MP Hub,Data Platform,AI Productivity,AI Assistants,Watson Discovery Withdrawn,2024Q4W04
0.0,0.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,270.0,419.0,0.0,0.0,2024,4,4,CQ,W,Negotiate,<1M,Coverage Select,Select Digital,Americas,US National Market,US National Market,US Northeast Region,15. CA-GU-HI-MP Hub,Data Platform,AI Productivity,AI Assistants,Watson Discovery Withdrawn,2024Q4W04
0.0,0.0,20000.0,20000.0,20000.0,0.0,20000.0,20000.0,325.0,504.0,0.0,0.0,2024,4,4,CQ,W,Propose,<1M,Coverage Select,Select Digital,Americas,US National Market,US National Market,US Northeast Region,15. CA-GU-HI-MP Hub,Data Platform,AI Productivity,AI Assistants,Watson Discovery Withdrawn,2024Q4W04
0.0,0.0,0.0,50000.0,0.0,0.0,50000.0,50000.0,216.0,335.0,0.0,0.0,2024,4,4,CQ,W,Design,<1M,Coverage Select,Select TSR,Americas,US National Market,US National Market,US Northeast Region,15. CA-GU-HI-MP Hub,Data Platform,AI Productivity,AI Assistants,Watson Discovery Withdrawn,2024Q4W04
