CALL_AMT,WON_AMT,UPSIDE_AMT,QUALIFY_PLUS_AMT,PROPOSE_PLUS_AMT,NEGOTIATE_PLUS_AMT,OPEN_PIPELINE_AMT,OPPORTUNITY_VALUE,PPV_AMT,HIGH_PWP_OUT_CALL,LOW_PWP_IN_CALL,WEEK,QUARTER,YEAR,SNAPSHOT_LEVEL,RELATIVE_QUARTER_MNEUMONIC,SALES_STAGE,GEOGRAPHY,MARKET,SECTOR,ACCOUNT_TYPE,INDUSTRY,UT30_NAME,PRACTICE,DEAL_SIZE,CLIENT_NAME,IBM_GEN_AI_IND,PARTNER_GEN_AI_IND,SALES_WEEK_DESCRIPTION,UT15_NAME,UT17_NAME,UT20_NAME,CALL_AMT_PY,WON_AMT_PY,UPSIDE_AMT_PY,QUALIFY_PLUS_AMT_PY,PROPOSE_PLUS_AMT_PY,NEGOTIATE_PLUS_AMT_PY,OPEN_PIPELINE_AMT_PY,OPPORTUNITY_VALUE_PY,PPV_AMT_PY,HIGH_PWP_OUT_CALL_PY,LOW_PWP_IN_CALL_PY,CALL_AMT_PPY,WON_AMT_PPY,UPSIDE_AMT_PPY,QUALIFY_PLUS_AMT_PPY,PROPOSE_PLUS_AMT_PPY,NEGOTIATE_PLUS_AMT_PPY,OPEN_PIPELINE_AMT_PPY,OPPORTUNITY_VALUE_PPY,PPV_AMT_PPY,HIGH_PWP_OUT_CALL_PPY,LOW_PWP_IN_CALL_PPY,MONTH
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2023,W,CQ,Engage,Rest of EMEA,NCEE,Denmark,PREMIER,Travel & Transportation,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,small,A.P. MOLLER - MAERSK GROUP,0,0,2023Q4W01,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9000000.0,0.0,0.0,0.0,14,4,2023,W,PQ,Lost,Rest of EMEA,NCEE,Denmark,PREMIER,Travel & Transportation,Platform Engineering Services (Manage),Platform Engineering Services,small,A.P. MOLLER - MAERSK GROUP,0,0,2023Q4W14,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,900000.0,0.0,0.0,0.0,14,4,2023,W,PQ,Lost,Rest of EMEA,Italy,Italy Commercial,FOUNDATION CLUSTER,Select Technology Sales Rep,"CT: Experience Design, Mobile & Spatial Computing",Enterprise Experience Design iX,small,A2A,0,0,2023Q4W14,Strategy & Technology,Strategy & Transformation,Experience Strategy and Design,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,14,4,2023,W,PQ,Lost,Americas,US Communications & Industrial,US Communications & Industrial,Unassigned,Select Client,CT: Service Transformation with Salesforce,Salesforce,small,AARP INC,0,0,2023Q4W14,Strategy & Technology,Business Applications,Enterprise Salesforce Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,2023,W,PQ,Won,Americas,Canada,Canada PUB,PREMIER,Government,App & Data Modernization for Distributed Apps - No Cloud,Migration & Modernization,small,AB GOVERNMENT/MINISTRIES,0,0,2023Q4W14,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2023,W,CQ,Negotiate,Americas,Canada,Canada PUB,PREMIER,Government,DTT: Extreme Automation - Customer,Industry Operations & Automation,small,AB GOVERNMENT/MINISTRIES,0,0,2023Q4W01,Intelligent Operations,Business Operations,Industry Operations,,,,,,,,,,,,,,,,,,,,,,,1
82133.0,82133.0,0.0,82133.0,82133.0,82133.0,0.0,82133.0,0.0,0.0,0.0,14,4,2023,W,PQ,Won,Americas,Canada,Canada PUB,PREMIER,Government,FSCT: Enterprise Transformation with Oracle,Oracle,small,AB GOVERNMENT/MINISTRIES,0,0,2023Q4W14,Strategy & Technology,Business Applications,Enterprise Oracle Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,1,4,2023,W,CQ,Lost,Americas,Canada,Canada PUB,PREMIER,Government,X-Force (Custom C&SI) 6950-22H Withdrawn,Cyber Threat Management,small,AB GOVERNMENT/MINISTRIES,0,0,2023Q4W01,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,105000.0,0.0,0.0,0.0,1,4,2023,W,CQ,Lost,Americas,Canada,Canada PUB,PREMIER,Government,X-Force Incident Resp (C&SI)(cloud) 6950-27D Withdrawn,Cyber Threat Management,small,AB GOVERNMENT/MINISTRIES,0,0,2023Q4W01,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,,,,,,,,,,,,,,,,,,,,,,,1
1994182.0,1994182.0,0.0,1994182.0,1994182.0,1994182.0,0.0,1994182.0,0.0,0.0,0.0,14,4,2023,W,PQ,Won,Rest of EMEA,DACH,Switzerland,TARGET PREMIER,Industrial Products,CT: Service Transformation with Salesforce,Salesforce,small,ABB,0,0,2023Q4W14,Strategy & Technology,Business Applications,Enterprise Salesforce Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,7000000.0,0.0,0.0,7000000.0,7000000.0,0.0,0.0,0.0,-2,4,2023,W,NQ+1,Qualify,Americas,US Communications & Industrial,US Communications & Industrial,Unassigned,Select Technology Sales Rep,RISE with SAP,SAP Application Operations,small,ABB,0,0,2023Q4W-2,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,3451378.0,0.0,0.0,3451378.0,3451378.0,1514857.0,0.0,0.0,-1,4,2023,W,NQ,Design,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,AMS for ECC or Any SAP Legacy Solutions on No-Cloud,SAP Application Operations,small,ABBOTT LABORATORIES,0,0,2023Q4W-1,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,564753.0,0.0,0.0,0.0,1,4,2023,W,CQ,Lost,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,Application Maintenance and Management - OnPrem,Custom Application Operations,small,ABBOTT LABORATORIES,0,0,2023Q4W01,Intelligent Operations,Application Operations,Custom Application Management Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,138695.0,138695.0,138695.0,0.0,138695.0,138695.0,62829.0,0.0,0.0,1,4,2023,W,CQ,Propose,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,Application Maintenance and Management - OnPrem,Custom Application Operations,small,ABBOTT LABORATORIES,0,0,2023Q4W01,Intelligent Operations,Application Operations,Custom Application Management Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,14,4,2023,W,PQ,Lost,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,CSS: Infra Sec Svcs (C&SI) 6950-31T Withdrawn,CyberDefend,small,ABBOTT LABORATORIES,0,0,2023Q4W14,Intelligent Operations,Cybersecurity,IBM CyberDefend,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,14,4,2023,W,PQ,Lost,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,CT: Customer BPO,Customer Operations,small,ABBOTT LABORATORIES,0,0,2023Q4W14,Intelligent Operations,Business Operations,Customer Service Transformation and Operations,,,,,,,,,,,,,,,,,,,,,,,1
311087.0,311087.0,0.0,311087.0,311087.0,311087.0,0.0,311087.0,0.0,0.0,0.0,14,4,2023,W,PQ,Won,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,CT: Customer Transformation with Adobe,Adobe,small,ABBOTT LABORATORIES,0,0,2023Q4W14,Strategy & Technology,Business Applications,Marketing Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,4184.0,0.0,0.0,1,4,2023,W,CQ,Qualify,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,Cyber Strategy & Resiliency (C&SI) 6950-09O Withdrawn,Cyber Strategy & Risk,small,ABBOTT LABORATORIES,0,0,2023Q4W01,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,2700000.0,2700000.0,0.0,0.0,0.0,-1,4,2023,W,NQ,Engage,Rest of EMEA,DACH,DE COMM DIST HLS,ENTERPRISE,Digital Squads,"Enterprise Cloud Strategy, Arch & Oper Model Transformation",Cloud Advisory,small,ABBOTT LABORATORIES,0,0,2023Q4W-1,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,7350000.0,0.0,0.0,7350000.0,7350000.0,5193497.0,0.0,0.0,-1,4,2023,W,NQ,Qualify,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,FSCT: Enterprise Transformation with SAP ECC,SAP,small,ABBOTT LABORATORIES,0,0,2023Q4W-1,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,5916000.0,0.0,0.0,5916000.0,5916000.0,336994.0,0.0,0.0,-1,4,2023,W,NQ,Design,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,small,ABBOTT LABORATORIES,0,0,2023Q4W-1,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,3500000.0,0.0,0.0,3500000.0,3500000.0,304445.0,0.0,0.0,1,4,2023,W,CQ,Qualify,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,small,ABBOTT LABORATORIES,0,0,2023Q4W01,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,0.0,0.0,0.0,14,4,2023,W,PQ,Lost,Americas,US Public and Communications,US Public and Communications,ENTERPRISE,Healthcare,"OnPrem Application Development, DevOps & Hybrid Integration",Migration & Modernization,large,ABBOTT LABORATORIES,0,0,2023Q4W14,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,1,4,2023,W,CQ,Lost,Americas,US Public and Communications,US Public and Communications,PREMIER,Select Technology Sales Rep,CT: Service Transformation with Salesforce,Salesforce,small,ABBVIE,0,0,2023Q4W01,Strategy & Technology,Business Applications,Enterprise Salesforce Transformation,,,,,,,,,,,,,,,,,,,,,,,1
155097.0,155097.0,0.0,155097.0,155097.0,155097.0,0.0,155097.0,0.0,0.0,0.0,14,4,2023,W,PQ,Won,UKI,UKI Public,UKI HLS (wo DoH),FOUNDATION,Select BPS-T,FSCT: Enterprise Transformation with Oracle,Oracle,small,ABCAM PLC,0,0,2023Q4W14,Strategy & Technology,Business Applications,Enterprise Oracle Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,-2,4,2023,W,NQ+1,Qualify,Rest of EMEA,SPGI,Spain IND,FOUNDATION,Select BPS-T,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,small,ABERTIS,0,0,2023Q4W-2,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,200000.0,0.0,0.0,200000.0,200000.0,0.0,0.0,0.0,14,4,2023,W,PQ,Qualify,Rest of EMEA,SPGI,Spain IND,FOUNDATION,Select BPS-T,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,small,ABERTIS,0,0,2023Q4W14,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0,0.0,-1,4,2023,W,NQ,Engage,Rest of EMEA,SPGI,Spain IND,FOUNDATION,Select BPS-T,RISE with SAP,SAP Application Operations,small,ABERTIS,0,0,2023Q4W-1,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,0.0,0.0,0.0,-2,4,2023,W,NQ+1,Qualify,Rest of EMEA,NCEE,Netherlands,FOUNDATION,Banking,DTT: Banking & Insurance Transformation,Enterprise Strategy & Industry,small,ABN AMRO,0,0,2023Q4W-2,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,1,4,2023,W,CQ,Lost,Rest of EMEA,NCEE,Netherlands,FOUNDATION,Banking,DTT: Data Transformation - Finance & Supply Chain,Data Services,small,ABN AMRO,0,0,2023Q4W01,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2000000.0,0.0,0.0,0.0,1,4,2023,W,CQ,Engage,Rest of EMEA,MEA,Gulf and Levant,PREMIER,Select BPS-T,AMS for ECC or Any SAP Legacy Solutions on No-Cloud,SAP Application Operations,small,ABU DHABI NATIONAL OIL COMPANY,0,0,2023Q4W01,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,,,,,,,,,,,,,,,,,,,,,,,1
1300000.0,0.0,0.0,1300000.0,0.0,0.0,1300000.0,1300000.0,187813.0,0.0,1300000.0,1,4,2023,W,CQ,Qualify,Rest of EMEA,MEA,Gulf and Levant,PREMIER,Select BPS-T,DTT: AI & Analytics - Customer,AI & Analytics,small,ABU DHABI NATIONAL OIL COMPANY,0,0,2023Q4W01,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,-1,4,2023,W,NQ,Lost,Rest of EMEA,SPGI,Spain IND,Unassigned,Select BPS-T,"FSCT: Supply Chain, Proc & Mfg Transformation (Red Hat)",Supply Chain,large,ACERINOX,0,0,2023Q4W-1,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,-1,4,2023,W,NQ,Lost,Rest of EMEA,SPGI,Spain IND,Unassigned,Select BPS-T,HRTT: Skills Transformation,Talent,small,ACERINOX,0,0,2023Q4W-1,Strategy & Technology,Strategy & Transformation,HR and Talent Transformation,,,,,,,,,,,,,,,,,,,,,,,1
3200000.0,0.0,0.0,0.0,0.0,0.0,3200000.0,3200000.0,0.0,0.0,3200000.0,1,4,2023,W,CQ,Engage,Rest of EMEA,NCEE,Finland,Unassigned,Select BPS-T,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,small,ACHEMOS GRUPE UAB KONCERNAS,0,0,2023Q4W01,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
18015.0,18015.0,0.0,18015.0,18015.0,18015.0,0.0,18015.0,0.0,0.0,0.0,14,4,2023,W,PQ,Won,APAC,ISA,ISA DIST,PREMIER,Select BPS-T,AMS for ECC or Any SAP Legacy Solutions on No-Cloud,SAP Application Operations,small,ADANI GROUP,0,0,2023Q4W14,Intelligent Operations,Application Operations,Application Management Services for SAP Applications,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,4,2023,W,PQ,Lost,APAC,ISA,ISA IND,PREMIER,Select BPS-T,FSCT: Enterprise Transformation with SAP ECC,SAP,small,ADANI GROUP,0,0,2023Q4W14,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,426750.0,426750.0,426750.0,0.0,426750.0,426750.0,357323.0,0.0,0.0,1,4,2023,W,CQ,Propose,APAC,ISA,ISA IND,PREMIER,Select BPS-T,"FSCT: Supply Chain, Proc & Mfg Transformation",Supply Chain,small,ADANI GROUP,0,0,2023Q4W01,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,132419.0,132419.0,132419.0,0.0,132419.0,132419.0,46337.0,0.0,0.0,1,4,2023,W,CQ,Propose,APAC,ISA,ISA IND,PREMIER,Select BPS-T,"FSCT: Supply Chain, Proc & Sustainability BPO",Finance & Procurement BPO,small,ADANI GROUP,0,0,2023Q4W01,Intelligent Operations,Business Operations,Procurement Operations,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,4,2023,W,NQ+1,Engage,Rest of EMEA,DACH,DE COMM DIST HLS,Unassigned,Select Build(ISV)/Service(GSI),Application Maintenance and Management - OnPrem,Custom Application Operations,small,ADESSO SE,0,0,2023Q4W-2,Intelligent Operations,Application Operations,Custom Application Management Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,4,2023,W,NQ,Engage,Rest of EMEA,DACH,DE COMM DIST HLS,Unassigned,Select Build(ISV)/Service(GSI),DTT: Data Transformation - Finance & Supply Chain,Data Services,small,ADESSO SE,0,0,2023Q4W-1,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2023,W,CQ,Lost,Rest of EMEA,DACH,DE COMM DIST HLS,Unassigned,Select Build(ISV)/Service(GSI),DTT: Data Transformation - Finance & Supply Chain,Data Services,small,ADESSO SE,0,0,2023Q4W01,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,0.0,0.0,1,4,2023,W,CQ,Engage,Rest of EMEA,DACH,DE COMM DIST HLS,FOUNDATION CLUSTER,Select BPS-T,App & Data modernization for Distributed Apps,Migration & Modernization,small,ADIDAS GROUP,0,0,2023Q4W01,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0,1,4,2023,W,CQ,Lost,Rest of EMEA,DACH,DE COMM DIST HLS,FOUNDATION CLUSTER,Select BPS-T,"FSCT: Supply Chain, Proc & Mfg Transformation",Supply Chain,small,ADIDAS GROUP,0,0,2023Q4W01,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,,,,,,,,,,,,,,,,,,,,,,,1
25221.0,25221.0,0.0,25221.0,25221.0,25221.0,0.0,25221.0,0.0,0.0,0.0,14,4,2023,W,PQ,Won,APAC,ISA,ISA FSS,TARGET PREMIER,Insurance,Application Maintenance and Management - OnPrem,Custom Application Operations,small,ADITYA BIRLA GROUP,0,0,2023Q4W14,Intelligent Operations,Application Operations,Custom Application Management Services,,,,,,,,,,,,,,,,,,,,,,,1
400000.0,0.0,0.0,400000.0,400000.0,0.0,400000.0,400000.0,35045.0,0.0,400000.0,1,4,2023,W,CQ,Propose,Americas,LA,Mexico,Unassigned,Digital Squads,FSCT: Enterprise Transformation with SAP S/4HANA,SAP,small,ADMINISTRACION Y OPERACION PROFESIONAL S.A. DE C.V.,0,0,2023Q4W01,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,537160.0,0.0,0.0,0.0,14,4,2023,W,PQ,Lost,Americas,US Public and Communications,US Public and Communications,Unassigned,Select Client,CT: Service Transformation with Salesforce,Salesforce,small,ADTALEM GLOBAL EDUCATION,0,0,2023Q4W14,Strategy & Technology,Business Applications,Enterprise Salesforce Transformation,,,,,,,,,,,,,,,,,,,,,,,1
119000.0,119000.0,0.0,119000.0,119000.0,119000.0,0.0,119000.0,0.0,0.0,0.0,14,4,2023,W,PQ,Won,Americas,US Public and Communications,US Public and Communications,Unassigned,Select Client,CT: Service Transformation with Salesforce,Salesforce,small,ADTALEM GLOBAL EDUCATION,0,0,2023Q4W14,Strategy & Technology,Business Applications,Enterprise Salesforce Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,150000.0,0.0,0.0,150000.0,150000.0,6496.0,0.0,0.0,1,4,2023,W,CQ,Qualify,UKI,UKI Communications,UKI MNE,Unassigned,Digital Squads,DTT: AI & Analytics - Finance & Supply Chain (Red Hat),AI & Analytics,small,ADVANCE DIGITAL INC.,0,0,2023Q4W01,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
