CALL_AMT,WON_AMT,UPSIDE_AMT,QUALIFY_PLUS_AMT,PROPOSE_PLUS_AMT,NEGOTIATE_PLUS_AMT,OPEN_PIPELINE_AMT,OPPORTUNITY_VALUE,PPV_AMT,HIGH_PWP_OUT_CALL,LOW_PWP_IN_CALL,WEEK,QUARTER,YEAR,SNAPSHOT_LEVEL,RELATIVE_QUARTER_MNEUMONIC,SALES_STAGE,GEOGRAPHY,MARKET,SECTOR,ACCOUNT_TYPE,INDUSTRY,UT30_NAME,PRACTICE,DEAL_SIZE,CLIENT_NAME,IBM_GEN_AI_IND,PARTNER_GEN_AI_IND,SALES_WEEK_DESCRIPTION,UT15_NAME,UT17_NAME,UT20_NAME,CALL_AMT_PY,WON_AMT_PY,UPSIDE_AMT_PY,QUALIFY_PLUS_AMT_PY,PROPOSE_PLUS_AMT_PY,NEGOTIATE_PLUS_AMT_PY,OPEN_PIPELINE_AMT_PY,OPPORTUNITY_VALUE_PY,PPV_AMT_PY,HIGH_PWP_OUT_CALL_PY,LOW_PWP_IN_CALL_PY,CALL_AMT_PPY,WON_AMT_PPY,UPSIDE_AMT_PPY,QUALIFY_PLUS_AMT_PPY,PROPOSE_PLUS_AMT_PPY,NEGOTIATE_PLUS_AMT_PPY,OPEN_PIPELINE_AMT_PPY,OPPORTUNITY_VALUE_PPY,PPV_AMT_PPY,HIGH_PWP_OUT_CALL_PPY,LOW_PWP_IN_CALL_PPY,MONTH
26853.0,0.0,0.0,26853.0,26853.0,26853.0,26853.0,26853.0,32671.0,0.0,0.0,3,1,2025,W,CQ,Closing,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,FSCT: Acquisition Octo Federal Finance Trans - Standalone,Finance,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Strategy & Technology,Strategy & Transformation,Finance Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,892729.0,892729.0,892729.0,0.0,892729.0,892729.0,627805.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,FSCT: Asset Management & Optimization,Supply Chain,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Strategy & Technology,Strategy & Transformation,Supply Chain Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,2011853.0,2011853.0,2011853.0,0.0,2011853.0,2011853.0,1622206.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,FSCT: Finance Transformation,Finance,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Strategy & Technology,Strategy & Transformation,Finance Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,250000.0,250000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Engage,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,GenAI for Enterprise Cloud Strategy - Partner GenAI CUSTLIC,Cloud Advisory,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,,,,,,,,,,,,,,,,,,,,,,,1
5619.0,0.0,0.0,5619.0,5619.0,5619.0,5619.0,5619.0,6729.0,0.0,0.0,3,1,2025,W,CQ,Closing,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,HRTT: Acquisition Octo Federal HR Transformation-Standalone,Talent,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Strategy & Technology,Strategy & Transformation,HR and Talent Transformation,,,,,,,,,,,,,,,,,,,,,,,1
14028.0,0.0,0.0,14028.0,14028.0,14028.0,14028.0,14028.0,17159.0,0.0,0.0,3,1,2025,W,CQ,Closing,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,Octo US Fed - Cyber & Biometrics Services,Migration & Modernization,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,,,,,,,,,,,,,,,,,,,,,,,1
187586.0,0.0,0.0,187586.0,187586.0,187586.0,187586.0,187586.0,229057.0,0.0,0.0,3,1,2025,W,CQ,Closing,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,Octo US Fed DevSecOps - Design & Build - Standalone,Migration & Modernization,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,,,,,,,,,,,,,,,,,,,,,,,1
142665.0,0.0,0.0,142665.0,142665.0,142665.0,142665.0,142665.0,174657.0,0.0,0.0,3,1,2025,W,CQ,Closing,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,Octo US Federal - Platform Eng Svcs (Manage) - Standalone,Platform Engineering Services,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,585000.0,0.0,0.0,585000.0,585000.0,16761.0,0.0,0.0,3,1,2025,W,CQ,Qualify,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,US Fed - App & Data Migration Services,Migration & Modernization,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
1014344.0,0.0,0.0,1014344.0,1014344.0,0.0,1014344.0,1014344.0,1175724.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,US Federal - Application Maintenance & Management - Cloud,Custom Application Operations,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Intelligent Operations,Application Operations,Custom Application Management Services,,,,,,,,,,,,,,,,,,,,,,,1
800000.0,0.0,0.0,800000.0,0.0,0.0,800000.0,800000.0,165169.0,0.0,800000.0,3,1,2025,W,CQ,Qualify,Americas,US Federal,US Federal,TARGET ENTERPRISE,Government,US Federal - Application Maintenance and Management - OnPrem,Custom Application Operations,small,CIV -  US COURTS AND JUSTICE,0,0,2025Q1W03,Intelligent Operations,Application Operations,Custom Application Management Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Americas,US Federal,US Federal,ENTERPRISE,Government,CSS: USFd: Strtg & Rslnce (C&SI) (cloud) 6941-17C Withdrawn,Cyber Strategy & Risk,small,CIV - COMMERCE - NIST,0,0,2025Q1W03,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,46870.0,46870.0,46870.0,0.0,46870.0,46870.0,40437.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,ENTERPRISE,Government,DTT: AI & Analytics - Customer,AI & Analytics,small,CIV - COMMERCE - NIST,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Engage,Americas,US Federal,US Federal,ENTERPRISE,Government,DTT: AI & Analytics - Customer (Red Hat),AI & Analytics,small,CIV - COMMERCE - NIST,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,"AI Integration Services (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,46870.0,46870.0,46870.0,0.0,46870.0,46870.0,40839.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,ENTERPRISE,Government,DTT: Data Transformation - Customer,Data Services,small,CIV - COMMERCE - NIST,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,"Data Transformation (with IBM, AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,6000000.0,0.0,0.0,6000000.0,6000000.0,475931.0,0.0,0.0,3,1,2025,W,CQ,Qualify,Americas,US Federal,US Federal,ENTERPRISE,Government,FSCT: Finance Transformation,Finance,small,CIV - COMMERCE - NIST,0,0,2025Q1W03,Strategy & Technology,Strategy & Transformation,Finance Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Americas,US Federal,US Federal,ENTERPRISE,Government,US Federal -Infrastructure Services (IS),Platform Engineering Services,small,CIV - COMMERCE - NIST,0,0,2025Q1W03,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,2416132.0,0.0,0.0,2416132.0,2416132.0,145011.0,0.0,0.0,3,1,2025,W,CQ,Design,Americas,US Federal,US Federal,ENTERPRISE,Government,App & Data modernization for Distributed Apps,Migration & Modernization,small,CIV - CONSUMER AND GOVERNMENTAL AFFAIRS BUREAU,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,1500000.0,1500000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Engage,Americas,US Federal,US Federal,ENTERPRISE,Government,CT: Service Transformation with Salesforce,Salesforce,small,CIV - CONSUMER AND GOVERNMENTAL AFFAIRS BUREAU,0,0,2025Q1W03,Strategy & Technology,Business Applications,Enterprise Salesforce Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,2416132.0,0.0,0.0,2416132.0,2416132.0,170159.0,0.0,0.0,3,1,2025,W,CQ,Design,Americas,US Federal,US Federal,ENTERPRISE,Government,Cloud Native App Development,Migration & Modernization,small,CIV - CONSUMER AND GOVERNMENTAL AFFAIRS BUREAU,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,,,,,,,,,,,,,,,,,,,,,,,1
3833766.0,0.0,0.0,3833766.0,3833766.0,3833766.0,3833766.0,3833766.0,538190.0,0.0,3833766.0,3,1,2025,W,CQ,Closing,Americas,US Federal,US Federal,ENTERPRISE,Government,US Federal -Infrastructure Services (IS),Platform Engineering Services,small,CIV - CONSUMER AND GOVERNMENTAL AFFAIRS BUREAU,0,0,2025Q1W03,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,2000.0,2000.0,2000.0,0.0,2000.0,2000.0,13.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,ENTERPRISE,Government,CSS: USFd: Strtg & Rslnce (C&SI) (cloud) 6941-17C Withdrawn,Cyber Strategy & Risk,small,CIV - CUSTOMS AND BORDER PROTECTION,0,0,2025Q1W03,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,,,,,,,,,,,,,,,,,,,,,,,1
1000000.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0,5155.0,0.0,1000000.0,3,1,2025,W,CQ,Design,Americas,US Financial,US Financial,ENTERPRISE,Banking,GenAI for Enterprise Cloud Strategy - watsonx CUSTLIC,Cloud Advisory,large,CITIGROUP,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2025,W,CQ,Design,APAC,ASEAN,Singapore FSS wo DBS,Unassigned,Banking,HCS - Cus Data Svc + DTT,Custom Application Operations,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Application Operations,Custom Application Management Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0,84108.0,0.0,0.0,3,1,2025,W,CQ,Qualify,Americas,US Financial,US Financial,ENTERPRISE,Banking,HRTT: Multi-Process HR BPO,Talent Operations,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Business Operations,HR and Employee Operations,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1000000.0,19733.0,0.0,0.0,3,1,2025,W,CQ,Qualify,Americas,US Financial,US Financial,ENTERPRISE,Banking,HRTT: Talent Acquisition BPO,Talent Operations,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Business Operations,Talent Operations,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Americas,LA,Mexico,ENTERPRISE,Banking,Mainframe Modernization - watsonx CUSTLIC,Migration & Modernization,small,CITIGROUP,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,225000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Americas,US Financial,US Financial,ENTERPRISE,Banking,Mainframe Modernization - watsonx CUSTLIC,Migration & Modernization,small,CITIGROUP,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,,,,,,,,,,,,,,,,,,,,,,,1
213000.0,0.0,0.0,213000.0,213000.0,213000.0,213000.0,213000.0,147869.0,0.0,0.0,3,1,2025,W,CQ,Closing,Americas,LA,LA Chile,ENTERPRISE,Select Technology Sales Rep,"OnPrem Application Development, DevOps & Hybrid Integration",Migration & Modernization,small,CITIGROUP,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,LA,LA Chile,ENTERPRISE,Select Technology Sales Rep,"OnPrem Application Development, DevOps & Hybrid Integration",Migration & Modernization,small,CITIGROUP,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Digital Product Design and Engineering,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,7400000.0,0.0,0.0,7400000.0,7400000.0,58429.0,0.0,0.0,3,1,2025,W,CQ,Design,Americas,US Financial,US Financial,ENTERPRISE,Banking,Platform Engineering Services (Manage),Platform Engineering Services,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,750000.0,750000.0,750000.0,0.0,750000.0,750000.0,10930.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Financial,US Financial,ENTERPRISE,Banking,Platform Engineering Services (Manage),Platform Engineering Services,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,250000.0,0.0,0.0,250000.0,250000.0,12603.0,0.0,0.0,3,1,2025,W,CQ,Qualify,Americas,US Financial,US Financial,ENTERPRISE,Banking,Quality Assurance & Testing - Standalone,Quality Engineering,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Application Operations,Quality Engineering Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Financial,US Financial,ENTERPRISE,Banking,Taos Platform Eng Svcs (Manage) - Standalone,Platform Engineering Services,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Application Operations,Cloud Platform Engineering Services,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Engage,Americas,LA,Mexico,ENTERPRISE,Banking,Threat Detection and Response 6941-11J,Cyber Threat Management,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Americas,US Financial,US Financial,ENTERPRISE,Banking,Threat Detection and Response 6941-11J,Cyber Threat Management,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,200000.0,200000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Engage,Americas,US Financial,US Financial,ENTERPRISE,Banking,X-Force Red Testing 6950-27Y,Cyber Threat Management,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,,,,,,,,,,,,,,,,,,,,,,,1
150000.0,0.0,0.0,150000.0,150000.0,150000.0,150000.0,150000.0,24587.0,0.0,150000.0,3,1,2025,W,CQ,Negotiate,Americas,US Financial,US Financial,ENTERPRISE,Banking,X-Force Red Testing 6950-27Y,Cyber Threat Management,small,CITIGROUP,0,0,2025Q1W03,Intelligent Operations,Cybersecurity,IBM Cyber Threat Management,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,980000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Unassigned,Unassigned,Unassigned,Unassigned,Select BPS-T,ModernSys App & Data Mod for Mainframe - Standalone,Migration & Modernization,small,CITIGROUP INC.,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Americas,US Distribution,US Retail,Unassigned,Select Client,"Enterprise Cloud Strategy, Arch & Oper Model Transformation",Cloud Advisory,small,CITY FURNITURE INC,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Cloud and Technology Strategy,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Americas,US Distribution,US Retail,Unassigned,Digital Squads,ModernSys App & Data Mod for Mainframe - Standalone,Migration & Modernization,small,CITY OF ALBUQUERQUE,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,Mainframe Application Modernization,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Lost,Americas,Canada,Canada Other,Unassigned,Select Client,App & Data Migration Services,Migration & Modernization,small,CITY OF EDMONTON,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,494134.0,494134.0,494134.0,0.0,494134.0,494134.0,118107.0,0.0,0.0,3,1,2025,W,CQ,Propose,APAC,ISA,ISA FSS,Unassigned,Select BPS-T,CSS: Infra Sec Svcs (C&SI) 6950-31T Withdrawn,CyberDefend,small,CITY UNION BANK LTD,0,0,2025Q1W03,Intelligent Operations,Cybersecurity,IBM CyberDefend,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,700000.0,700000.0,0.0,700000.0,0.0,3,1,2025,W,CQ,Engage,Americas,US Federal,US Federal,ENTERPRISE,Government,US Fed - App & Data modernization for Distributed Apps,Migration & Modernization,small,CIV -  NATIONAL ARCHIVES AND RECORDS ADMINISTRATION,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,0.0,0.0,0.0,0.0,500000.0,500000.0,0.0,0.0,0.0,3,1,2025,W,CQ,Engage,Americas,US Federal,US Federal,ENTERPRISE,Government,FSCT: Procurement Transformation with SAP Ariba,SAP,small,CIV - ENERGY OTHER LABS,0,0,2025Q1W03,Strategy & Technology,Business Applications,Enterprise SAP Transformation,,,,,,,,,,,,,,,,,,,,,,,1
359978.0,0.0,0.0,359978.0,359978.0,0.0,359978.0,359978.0,31026.0,0.0,359978.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,ENTERPRISE,Government,HRTT: Enterprise Change Management,Talent,small,CIV - ENERGY OTHER LABS,0,0,2025Q1W03,Strategy & Technology,Strategy & Transformation,HR and Talent Transformation,,,,,,,,,,,,,,,,,,,,,,,1
0.0,0.0,62681.0,62681.0,62681.0,0.0,62681.0,62681.0,1715.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,ENTERPRISE,Government,HRTT: HR Transformation with Workday,Workday,small,CIV - ENERGY OTHER LABS,0,0,2025Q1W03,Strategy & Technology,Business Applications,HR Technology,,,,,,,,,,,,,,,,,,,,,,,1
945815.0,0.0,0.0,945815.0,945815.0,945815.0,945815.0,945815.0,13498.0,0.0,945815.0,3,1,2025,W,CQ,Negotiate,Americas,US Federal,US Federal,ENTERPRISE,Government,US Fed - App & Data Modrn for Distributed Apps - No Cloud,Migration & Modernization,small,CIV - ENERGY OTHER LABS,0,0,2025Q1W03,Strategy & Technology,Hybrid Cloud & Data,"Application Migration and Modernization (not AWS, Microsoft)",,,,,,,,,,,,,,,,,,,,,,,1
1284799.0,0.0,0.0,1284799.0,1284799.0,0.0,1284799.0,1284799.0,2756106.0,0.0,0.0,3,1,2025,W,CQ,Propose,Americas,US Federal,US Federal,ENTERPRISE,Government,CSS: USFd: Strtg & Rslnce (C&SI) (cloud) 6941-17C Withdrawn,Cyber Strategy & Risk,small,CIV - FEMA,0,0,2025Q1W03,Intelligent Operations,Cybersecurity,IBM Cyber Strategy and Risk,,,,,,,,,,,,,,,,,,,,,,,1
